SK_ID_CURR,top_1_risk_driver,top_2_risk_driver,top_3_risk_driver,top_1_support_driver,top_2_support_driver,top_3_support_driver
391859,Temporal Behavioral Pattern,Temporal Behavioral Pattern,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
391860,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern
391902,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 3,External Risk Score 2,COMMONAREA_MEDI
392018,Temporal Behavioral Pattern,External Risk Score 1,Days Since ID Update,YEARS_BUILD_MODE,External Risk Score 3,External Risk Score 2
392019,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Days Since ID Update,External Risk Score 3
392078,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,External Risk Score 3
392217,External Risk Score 3,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change
392235,Age Proxy (Days Birth),NAME_EDUCATION_TYPE_Secondary_secondary_special,Goods Price,Days Since Last Phone Change,Temporal Behavioral Pattern,Days Since ID Update
392297,External Risk Score 2,Annuity Amount,Age Proxy (Days Birth),NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,Credit Amount
392318,External Risk Score 3,External Risk Score 2,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Days Since Last Phone Change
392504,Temporal Behavioral Pattern,LIVE_CITY_NOT_WORK_CITY,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,External Risk Score 2,External Risk Score 1
392505,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,Credit Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length
392533,Temporal Behavioral Pattern,External Risk Score 2,CODE_GENDER_M,External Risk Score 3,External Risk Score 1,Annuity Amount
392560,External Risk Score 2,OCCUPATION_TYPE_Drivers,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length,Annuity Amount
392898,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 3
393013,External Risk Score 2,Annuity Amount,Days Since Last Phone Change,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern
393052,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change
393063,External Risk Score 2,Temporal Behavioral Pattern,CODE_GENDER_M,External Risk Score 3,Days Since Last Phone Change,Age Proxy (Days Birth)
393124,NAME_FAMILY_STATUS_Separated,External Risk Score 1,Days Since Last Phone Change,External Risk Score 3,Annuity Amount,External Risk Score 2
393588,External Risk Score 3,Annuity Amount,External Risk Score 1,External Risk Score 2,Employment Length,NONLIVINGAREA_MODE
393744,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
393786,External Risk Score 2,Days Since ID Update,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),Days Since Last Phone Change
393984,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Employment Length,External Risk Score 2,Days Since Last Phone Change
394012,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
394238,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Credit Amount,Temporal Behavioral Pattern
394283,External Risk Score 2,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 3,Days Since ID Update,Credit Amount
394284,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Employment Length,Days Since Last Phone Change,External Risk Score 2
394324,External Risk Score 3,Days Since Last Phone Change,CODE_GENDER_M,External Risk Score 1,Temporal Behavioral Pattern,Days Since Registration
394631,External Risk Score 3,Days Since ID Update,External Risk Score 1,External Risk Score 2,Annuity Amount,OBS_60_CNT_SOCIAL_CIRCLE
394733,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Goods Price,External Risk Score 2,Age Proxy (Days Birth),Temporal Behavioral Pattern
394743,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 3,Age Proxy (Days Birth)
394912,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,CODE_GENDER_M,External Risk Score 3,External Risk Score 2,Annuity Amount
395015,Temporal Behavioral Pattern,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_WORK_CITY,External Risk Score 2,External Risk Score 1,External Risk Score 3
395038,DEF_30_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,OWN_CAR_AGE
395242,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,External Risk Score 2,Annuity Amount
395251,Temporal Behavioral Pattern,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Credit Amount,Temporal Behavioral Pattern
395264,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,Employment Length,External Risk Score 2,Annuity Amount
395532,Days Since Last Phone Change,Days Since ID Update,NAME_FAMILY_STATUS_Separated,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Temporal Behavioral Pattern
395779,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),External Risk Score 1,Days Since Last Phone Change,External Risk Score 3,External Risk Score 2
395826,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change
395994,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length,Temporal Behavioral Pattern,External Risk Score 1,Days Since Last Phone Change,Annuity Amount
396114,Days Since ID Update,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,Employment Length,External Risk Score 2,External Risk Score 1
396179,Annuity Amount,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MEDI,Days Since Last Phone Change
396302,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
396359,External Risk Score 3,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change
396497,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern
396687,Days Since Last Phone Change,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,CODE_GENDER_M
396784,External Risk Score 3,External Risk Score 2,Days Since ID Update,Employment Length,CODE_GENDER_M,FLAG_PHONE
397002,External Risk Score 3,External Risk Score 2,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,YEARS_BUILD_MODE,Temporal Behavioral Pattern
397176,Days Since ID Update,Days Since Last Phone Change,Employment Length,External Risk Score 1,Temporal Behavioral Pattern,Region Population Relative
397314,Temporal Behavioral Pattern,Temporal Behavioral Pattern,CODE_GENDER_M,External Risk Score 2,External Risk Score 3,Age Proxy (Days Birth)
397421,Days Since Registration,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Employment Length
397603,Temporal Behavioral Pattern,Annuity Amount,Region Population Relative,External Risk Score 1,External Risk Score 3,Days Since Last Phone Change
397699,Days Since Registration,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,External Risk Score 1
397824,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change,Annuity Amount
398033,Age Proxy (Days Birth),NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change
398058,External Risk Score 2,Days Since Last Phone Change,External Risk Score 1,Credit Amount,Temporal Behavioral Pattern,Temporal Behavioral Pattern
398101,Temporal Behavioral Pattern,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Days Since Last Phone Change,Days Since Registration
398226,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,Temporal Behavioral Pattern
398309,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,CODE_GENDER_M,Days Since ID Update,External Risk Score 3,OWN_CAR_AGE
398421,Days Since Last Phone Change,Annuity Amount,LIVINGAREA_MEDI,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
398445,Days Since Last Phone Change,OBS_60_CNT_SOCIAL_CIRCLE,AMT_REQ_CREDIT_BUREAU_YEAR,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
398487,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change
398501,CODE_GENDER_M,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
398510,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Days Since ID Update,Age Proxy (Days Birth)
398535,External Risk Score 3,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,Days Since ID Update,Temporal Behavioral Pattern
398689,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 2,Annuity Amount,Days Since ID Update
399217,Days Since Last Phone Change,Employment Length,LIVE_CITY_NOT_WORK_CITY,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
399330,External Risk Score 3,Temporal Behavioral Pattern,Days Since ID Update,OWN_CAR_AGE,External Risk Score 2,NONLIVINGAREA_MODE
399438,Days Since ID Update,Temporal Behavioral Pattern,CODE_GENDER_M,Annuity Amount,Days Since Last Phone Change,External Risk Score 2
399594,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 2,Days Since ID Update,Annuity Amount
399604,Days Since Last Phone Change,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,Temporal Behavioral Pattern
399748,Days Since Last Phone Change,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Days Since ID Update,Days Since Registration
399758,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since ID Update,External Risk Score 2,External Risk Score 1,Days Since Last Phone Change
399783,Days Since ID Update,Days Since Last Phone Change,CODE_GENDER_M,External Risk Score 1,Annuity Amount,Temporal Behavioral Pattern
399818,External Risk Score 3,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,Days Since ID Update,External Risk Score 2,Days Since Last Phone Change
400147,Days Since Last Phone Change,CODE_GENDER_M,Temporal Behavioral Pattern,External Risk Score 3,OWN_CAR_AGE,NAME_EDUCATION_TYPE_Secondary_secondary_special
400157,External Risk Score 3,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,External Risk Score 2,External Risk Score 1,Days Since ID Update
400189,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special
400194,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,Days Since Last Phone Change,Days Since ID Update
400198,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),Days Since Last Phone Change,External Risk Score 3,Annuity Amount
400233,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,OCCUPATION_TYPE_Medicine_staff,Age Proxy (Days Birth)
400238,Days Since Last Phone Change,Temporal Behavioral Pattern,Employment Length,External Risk Score 3,Annuity Amount,OCCUPATION_TYPE_Medicine_staff
400242,Days Since Last Phone Change,NAME_FAMILY_STATUS_Separated,AMT_REQ_CREDIT_BUREAU_YEAR,Employment Length,Temporal Behavioral Pattern,External Risk Score 3
400446,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since ID Update,Days Since Last Phone Change,External Risk Score 3
400836,Days Since Last Phone Change,Employment Length,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 3,Days Since ID Update
400951,External Risk Score 2,External Risk Score 3,External Risk Score 1,Days Since ID Update,Temporal Behavioral Pattern,Temporal Behavioral Pattern
401068,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,OBS_30_CNT_SOCIAL_CIRCLE,External Risk Score 1,External Risk Score 2,External Risk Score 3
401112,External Risk Score 3,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Days Since ID Update
401158,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,OWN_CAR_AGE,NAME_EDUCATION_TYPE_Secondary_secondary_special
401217,Days Since ID Update,Days Since Last Phone Change,Employment Length,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 2
401234,Temporal Behavioral Pattern,Annuity Amount,Days Since ID Update,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change
401414,External Risk Score 3,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,Days Since Registration
401520,CODE_GENDER_M,Goods Price,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Age Proxy (Days Birth)
401531,Days Since ID Update,OBS_60_CNT_SOCIAL_CIRCLE,Annuity Amount,External Risk Score 2,External Risk Score 3,OWN_CAR_AGE
401775,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Annuity Amount,HOUR_APPR_PROCESS_START
401805,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 1,OWN_CAR_AGE,Employment Length
402130,Temporal Behavioral Pattern,OBS_60_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
402175,External Risk Score 2,Days Since Last Phone Change,Days Since ID Update,Days Since Registration,External Risk Score 3,Employment Length
402206,External Risk Score 1,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3
402318,Days Since Registration,OBS_60_CNT_SOCIAL_CIRCLE,Days Since ID Update,External Risk Score 1,External Risk Score 2,Temporal Behavioral Pattern
402625,Days Since Last Phone Change,Employment Length,Goods Price,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1
402727,External Risk Score 2,Days Since Last Phone Change,Employment Length,External Risk Score 1,OWN_CAR_AGE,NAME_EDUCATION_TYPE_Secondary_secondary_special
402835,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3,Employment Length,Temporal Behavioral Pattern
402877,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 1,External Risk Score 2,External Risk Score 3
402884,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,Credit Amount,Temporal Behavioral Pattern
403283,CODE_GENDER_M,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,OWN_CAR_AGE,External Risk Score 1,External Risk Score 2
403333,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Region Population Relative
403416,CODE_GENDER_M,Age Proxy (Days Birth),Goods Price,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern
403728,Days Since ID Update,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2,External Risk Score 3,Days Since Registration
404064,Days Since Last Phone Change,Temporal Behavioral Pattern,CODE_GENDER_M,Days Since ID Update,Age Proxy (Days Birth),Annuity Amount
404700,External Risk Score 2,External Risk Score 1,Days Since ID Update,YEARS_BUILD_MODE,External Risk Score 3,NONLIVINGAREA_MODE
404721,Temporal Behavioral Pattern,Days Since Last Phone Change,Goods Price,External Risk Score 3,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
404727,Days Since Last Phone Change,LIVINGAREA_MEDI,Temporal Behavioral Pattern,External Risk Score 3,Days Since ID Update,OWN_CAR_AGE
404922,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Days Since Last Phone Change,External Risk Score 3
404924,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change
405025,Days Since ID Update,Days Since Last Phone Change,CODE_GENDER_M,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
405070,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Days Since ID Update
405073,External Risk Score 2,Days Since Registration,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,Annuity Amount
405105,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 2,External Risk Score 3,Days Since Registration
405129,External Risk Score 2,Temporal Behavioral Pattern,CODE_GENDER_M,Credit Amount,External Risk Score 3,Temporal Behavioral Pattern
405178,Days Since ID Update,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Annuity Amount
405306,Temporal Behavioral Pattern,Days Since Last Phone Change,CODE_GENDER_M,External Risk Score 2,Age Proxy (Days Birth),External Risk Score 3
405575,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
405678,Annuity Amount,Age Proxy (Days Birth),Employment Length,External Risk Score 3,Temporal Behavioral Pattern,Days Since Last Phone Change
405710,OCCUPATION_TYPE_Drivers,Days Since Last Phone Change,CODE_GENDER_M,External Risk Score 3,Temporal Behavioral Pattern,OWN_CAR_AGE
405824,External Risk Score 3,Days Since ID Update,Days Since Last Phone Change,External Risk Score 2,Annuity Amount,Temporal Behavioral Pattern
405932,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Goods Price,External Risk Score 3,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special
406204,Annuity Amount,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
406328,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,OWN_CAR_AGE
406411,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special,Goods Price
406455,External Risk Score 2,Days Since Last Phone Change,Employment Length,External Risk Score 1,Days Since ID Update,Temporal Behavioral Pattern
406489,Annuity Amount,Region Population Relative,REG_CITY_NOT_WORK_CITY,External Risk Score 2,Days Since Last Phone Change,External Risk Score 3
406614,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,External Risk Score 2
406616,Temporal Behavioral Pattern,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,External Risk Score 3,Days Since Last Phone Change,Annuity Amount
406658,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 2,External Risk Score 3,Annuity Amount
406870,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change,Age Proxy (Days Birth),Days Since ID Update,External Risk Score 3
406958,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 3,External Risk Score 2,Age Proxy (Days Birth)
406978,Temporal Behavioral Pattern,Age Proxy (Days Birth),CODE_GENDER_M,Credit Amount,Days Since Last Phone Change,External Risk Score 3
406988,Days Since Last Phone Change,Employment Length,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,External Risk Score 1
407117,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,Employment Length,WEEKDAY_APPR_PROCESS_START_SUNDAY
407126,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 1,External Risk Score 2,OWN_CAR_AGE
407169,Temporal Behavioral Pattern,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 2
407230,Temporal Behavioral Pattern,OBS_60_CNT_SOCIAL_CIRCLE,Days Since ID Update,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
407442,External Risk Score 3,Days Since ID Update,Days Since Last Phone Change,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Registration
407491,Days Since ID Update,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,OWN_CAR_AGE
407493,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,Days Since Last Phone Change
407497,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern,Annuity Amount,Days Since Last Phone Change,External Risk Score 2
407545,External Risk Score 2,Days Since Last Phone Change,Employment Length,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,Goods Price
407757,Temporal Behavioral Pattern,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,CODE_GENDER_M,External Risk Score 2
407867,CODE_GENDER_M,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,External Risk Score 2,OWN_CAR_AGE
408115,Temporal Behavioral Pattern,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Annuity Amount,Employment Length
408237,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern
408289,Temporal Behavioral Pattern,External Risk Score 1,Days Since Last Phone Change,External Risk Score 3,External Risk Score 2,CODE_GENDER_M
408653,OCCUPATION_TYPE_Drivers,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
408867,Days Since ID Update,Days Since Last Phone Change,OBS_60_CNT_SOCIAL_CIRCLE,OWN_CAR_AGE,External Risk Score 2,Temporal Behavioral Pattern
408969,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,OWN_CAR_AGE,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern
408976,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Region Population Relative,AMT_REQ_CREDIT_BUREAU_QRT,Temporal Behavioral Pattern
409038,External Risk Score 2,External Risk Score 1,Days Since ID Update,External Risk Score 3,Days Since Last Phone Change,Temporal Behavioral Pattern
409283,External Risk Score 2,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Registration,Days Since Last Phone Change,External Risk Score 1
409324,Temporal Behavioral Pattern,Days Since Last Phone Change,Days Since ID Update,External Risk Score 3,Annuity Amount,External Risk Score 2
409756,External Risk Score 3,Temporal Behavioral Pattern,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern
409792,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount
409845,Days Since Last Phone Change,Goods Price,APARTMENTS_AVG,External Risk Score 1,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
409868,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
409920,Days Since ID Update,Temporal Behavioral Pattern,Days Since Last Phone Change,Days Since Registration,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length
410030,External Risk Score 3,NAME_FAMILY_STATUS_Separated,Annuity Amount,External Risk Score 2,Days Since ID Update,External Risk Score 1
410071,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Employment Length
410160,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,Days Since Last Phone Change
410427,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,Age Proxy (Days Birth),Days Since Last Phone Change
410445,External Risk Score 1,OWN_CAR_AGE,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change
410565,Temporal Behavioral Pattern,Age Proxy (Days Birth),NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Days Since ID Update,Days Since Last Phone Change
410733,Days Since ID Update,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Days Since Last Phone Change,Annuity Amount
410783,External Risk Score 3,External Risk Score 1,Days Since ID Update,External Risk Score 2,Days Since Last Phone Change,Employment Length
410941,External Risk Score 2,Days Since ID Update,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern
411084,Days Since Last Phone Change,External Risk Score 1,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 2
411342,External Risk Score 2,External Risk Score 1,Days Since ID Update,Days Since Last Phone Change,External Risk Score 3,Goods Price
411359,Annuity Amount,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
411386,Temporal Behavioral Pattern,Days Since ID Update,Days Since Last Phone Change,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Employment Length
411396,External Risk Score 3,External Risk Score 1,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,CODE_GENDER_M
411443,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
